codigo,job_id,prob_contratacao,contratado_predito
18193,4436,0.36450491206697627,0
7467,4436,0.36450491206697627,0
41353,10961,0.36450491206697627,0
26678,5286,0.36450491206697627,0
26491,5286,0.36450491206697627,0
26295,5286,0.36450491206697627,0
22071,5286,0.36450491206697627,0
21234,5286,0.36450491206697627,0
19742,5286,0.36450491206697627,0
19483,5286,0.36450491206697627,0
1290,5286,0.2570090848095168,0
37939,9819,0.36450491206697627,0
21427,3035,0.36450491206697627,0
21375,3035,0.36450491206697627,0
21374,3035,0.36450491206697627,0
21365,3035,0.36450491206697627,0
12480,3035,0.36450491206697627,0
49390,13903,0.36450491206697627,0
49376,13903,0.36450491206697627,0
49372,13903,0.36450491206697627,0
49371,13903,0.36450491206697627,0
49370,13903,0.36450491206697627,0
49368,13903,0.36450491206697627,0
49367,13903,0.36450491206697627,0
49366,13903,0.36450491206697627,0
49345,13903,0.36450491206697627,0
42284,13903,0.36450491206697627,0
29643,13903,0.36450491206697627,0
26895,5433,0.36450491206697627,0
45858,12210,0.36450491206697627,0
45848,12210,0.36450491206697627,0
45798,12210,0.36450491206697627,0
37641,12210,0.36450491206697627,0
23519,12210,0.36450491206697627,0
23443,12210,0.36450491206697627,0
21081,12210,0.36450491206697627,0
17520,12210,0.36450491206697627,0
13179,12210,0.36450491206697627,0
11840,12210,0.36450491206697627,0
10108,12210,0.36450491206697627,0
2450,12210,0.36450491206697627,0
17058,1372,0.1961287549780009,0
17043,1372,0.1961287549780009,0
17030,1372,0.1961287549780009,0
16991,1372,0.1961287549780009,0
15481,705,0.28718000782328124,0
36039,9190,0.36450491206697627,0
36033,9190,0.36450491206697627,0
33670,9190,0.36450491206697627,0
18271,9190,0.36450491206697627,0
1971,9190,0.36450491206697627,0
22619,3244,0.36450491206697627,0
22059,3244,0.36450491206697627,0
21900,3244,0.36450491206697627,0
21806,3244,0.36450491206697627,0
21803,3244,0.36450491206697627,0
21802,3244,0.36450491206697627,0
21567,3244,0.36450491206697627,0
9394,3244,0.36450491206697627,0
21802,3247,0.36450491206697627,0
19955,3247,0.36450491206697627,0
15481,867,0.3644366092000373,0
15294,867,0.3644366092000373,0
23873,4121,0.36450491206697627,0
21551,4121,0.36450491206697627,0
16740,4121,0.36450491206697627,0
47797,12881,0.36450491206697627,0
47792,12881,0.36450491206697627,0
47791,12881,0.36450491206697627,0
47687,12881,0.36450491206697627,0
47623,12881,0.36450491206697627,0
47485,12881,0.36450491206697627,0
43672,12881,0.36450491206697627,0
18278,12881,0.36450491206697627,0
48389,12882,0.36450491206697627,0
47680,12882,0.36450491206697627,0
47669,12882,0.36450491206697627,0
47667,12882,0.36450491206697627,0
46968,12882,0.36450491206697627,0
44129,12882,0.36450491206697627,0
43133,12882,0.36450491206697627,0
26083,12882,0.36450491206697627,0
32776,7800,0.36450491206697627,0
32368,7800,0.36450491206697627,0
32354,7800,0.36450491206697627,0
32329,7800,0.36450491206697627,0
32328,7800,0.36450491206697627,0
32316,7800,0.36450491206697627,0
32289,7800,0.36450491206697627,0
32239,7800,0.36450491206697627,0
32133,7800,0.36450491206697627,0
32117,7800,0.36450491206697627,0
32116,7800,0.36450491206697627,0
31070,7800,0.36450491206697627,0
30744,7800,0.36450491206697627,0
30739,7800,0.36450491206697627,0
30389,7800,0.36450491206697627,0
29828,7800,0.36450491206697627,0
28572,7800,0.36450491206697627,0
27651,7800,0.36450491206697627,0
26633,7800,0.36450491206697627,0
26151,7800,0.36450491206697627,0
25836,7800,0.36450491206697627,0
23246,7800,0.36450491206697627,0
21803,7800,0.36450491206697627,0
18786,7800,0.36450491206697627,0
11069,7800,0.36450491206697627,0
34239,7801,0.36450491206697627,0
32599,7801,0.36450491206697627,0
32355,7801,0.36450491206697627,0
32313,7801,0.36450491206697627,0
32309,7801,0.36450491206697627,0
32293,7801,0.36450491206697627,0
32289,7801,0.36450491206697627,0
32286,7801,0.36450491206697627,0
32284,7801,0.36450491206697627,0
32119,7801,0.36450491206697627,0
32117,7801,0.36450491206697627,0
32116,7801,0.36450491206697627,0
31925,7801,0.36450491206697627,0
31070,7801,0.36450491206697627,0
30842,7801,0.36450491206697627,0
30373,7801,0.36450491206697627,0
28471,7801,0.36450491206697627,0
28455,7801,0.36450491206697627,0
27651,7801,0.36450491206697627,0
25836,7801,0.36450491206697627,0
23246,7801,0.36450491206697627,0
18786,7801,0.36450491206697627,0
16929,7801,0.36450491206697627,0
16772,7801,0.36450491206697627,0
11069,7801,0.36450491206697627,0
36339,9187,0.36450491206697627,0
35796,9187,0.36450491206697627,0
35792,9187,0.36450491206697627,0
35790,9187,0.36450491206697627,0
35779,9187,0.36450491206697627,0
28154,9187,0.36450491206697627,0
16945,1309,0.2135513686382802,0
16871,1309,0.2135513686382802,0
16418,1309,0.2135513686382802,0
15356,707,0.2236624869247685,0
15356,788,0.8811139726639362,1
2488,693,0.16363680400223127,0
26058,4895,0.36450491206697627,0
10460,4895,0.36450491206697627,0
1884,4895,0.36450491206697627,0
24866,4353,0.36450491206697627,0
24415,4353,0.36450491206697627,0
23903,4353,0.36450491206697627,0
23792,4353,0.36450491206697627,0
23076,4353,0.36450491206697627,0
22275,4353,0.36450491206697627,0
21126,4353,0.36450491206697627,0
20511,4353,0.36450491206697627,0
34316,7788,0.36450491206697627,0
32087,7788,0.36450491206697627,0
32086,7788,0.36450491206697627,0
32085,7788,0.36450491206697627,0
32081,7788,0.36450491206697627,0
19410,2412,0.36450491206697627,0
18279,2412,0.36450491206697627,0
5723,2412,0.36450491206697627,0
31091,7257,0.36450491206697627,0
30734,7257,0.36450491206697627,0
15601,860,0.4758779309054638,0
15151,860,0.4758779309054638,0
15601,790,0.7043615195974448,0
15474,790,0.7043615195974448,0
23335,3040,0.36450491206697627,0
23123,3040,0.36450491206697627,0
23038,3040,0.36450491206697627,0
23028,3040,0.36450491206697627,0
22463,3040,0.36450491206697627,0
22462,3040,0.36450491206697627,0
22436,3040,0.36450491206697627,0
22392,3040,0.36450491206697627,0
22273,3040,0.36450491206697627,0
21930,3040,0.36450491206697627,0
21032,3040,0.36450491206697627,0
19859,3040,0.36450491206697627,0
18981,3040,0.36450491206697627,0
138,3040,0.36450491206697627,0
16616,1167,0.455385432053538,0
16597,1167,0.455385432053538,0
16596,1167,0.455385432053538,0
16587,1167,0.455385432053538,0
16564,1167,0.455385432053538,0
16523,1167,0.455385432053538,0
13726,1167,0.455385432053538,0
17290,1460,0.13764789396145377,0
17265,1460,0.13764789396145377,0
17336,1462,0.33290895776704355,0
36387,9193,0.36450491206697627,0
36381,9193,0.36450491206697627,0
36373,9193,0.36450491206697627,0
36363,9193,0.36450491206697627,0
35931,9193,0.36450491206697627,0
35930,9193,0.36450491206697627,0
35879,9193,0.36450491206697627,0
35876,9193,0.36450491206697627,0
30144,9193,0.36450491206697627,0
29343,9193,0.36450491206697627,0
28158,9193,0.36450491206697627,0
16175,9193,0.36450491206697627,0
2614,9193,0.36450491206697627,0
2101,9193,0.36450491206697627,0
15217,709,0.5485049280413569,0
30842,6935,0.36450491206697627,0
30373,6935,0.36450491206697627,0
30305,6935,0.36450491206697627,0
28059,6935,0.36450491206697627,0
31766,7244,0.36450491206697627,0
30905,7244,0.36450491206697627,0
23903,7244,0.36450491206697627,0
21983,3232,0.36450491206697627,0
21610,3232,0.36450491206697627,0
19634,3232,0.36450491206697627,0
32553,7943,0.36450491206697627,0
34316,7928,0.36450491206697627,0
32314,7928,0.36450491206697627,0
32313,7928,0.36450491206697627,0
30581,7928,0.36450491206697627,0
30305,7928,0.36450491206697627,0
22520,7928,0.36450491206697627,0
26906,5140,0.36450491206697627,0
10412,5140,0.36450491206697627,0
25083,4414,0.36450491206697627,0
25058,4414,0.36450491206697627,0
24703,4414,0.36450491206697627,0
15151,711,0.773624157221068,1
23661,3041,0.36450491206697627,0
23425,3041,0.36450491206697627,0
23297,3041,0.36450491206697627,0
23178,3041,0.36450491206697627,0
23037,3041,0.36450491206697627,0
23025,3041,0.36450491206697627,0
22511,3041,0.36450491206697627,0
22510,3041,0.36450491206697627,0
21551,3041,0.36450491206697627,0
21444,3041,0.36450491206697627,0
20331,3041,0.36450491206697627,0
20031,3041,0.36450491206697627,0
14165,3041,0.36450491206697627,0
14157,3041,0.36450491206697627,0
2125,3041,0.36450491206697627,0
1971,3041,0.36450491206697627,0
38232,9734,0.36450491206697627,0
37695,9734,0.36450491206697627,0
37207,9734,0.36450491206697627,0
35293,9734,0.36450491206697627,0
35039,9734,0.36450491206697627,0
30733,9734,0.36450491206697627,0
20511,9734,0.36450491206697627,0
1884,9734,0.36450491206697627,0
14806,478,0.23810968312936737,0
21993,3160,0.36450491206697627,0
21691,3160,0.36450491206697627,0
21624,3160,0.36450491206697627,0
21622,3160,0.36450491206697627,0
21949,3158,0.36450491206697627,0
21728,3158,0.36450491206697627,0
21616,3158,0.36450491206697627,0
20044,3158,0.36450491206697627,0
21691,3155,0.36450491206697627,0
21621,3155,0.36450491206697627,0
21612,3155,0.36450491206697627,0
21622,3157,0.36450491206697627,0
21882,3152,0.36450491206697627,0
21881,3152,0.36450491206697627,0
21843,3152,0.36450491206697627,0
21783,3152,0.36450491206697627,0
21770,3152,0.36450491206697627,0
21662,3152,0.36450491206697627,0
21661,3152,0.36450491206697627,0
21623,3152,0.36450491206697627,0
21615,3152,0.36450491206697627,0
21508,3152,0.36450491206697627,0
20728,3152,0.36450491206697627,0
15601,795,0.5419226729882672,0
25994,4826,0.36450491206697627,0
21725,4826,0.36450491206697627,0
21674,4826,0.36450491206697627,0
46592,12463,0.36450491206697627,0
32567,12463,0.36450491206697627,0
24297,12463,0.36450491206697627,0
23348,12463,0.36450491206697627,0
5046,12463,0.36450491206697627,0
46638,12482,0.36450491206697627,0
46456,12482,0.36450491206697627,0
28762,12482,0.36450491206697627,0
13105,12482,0.36450491206697627,0
47248,12481,0.36450491206697627,0
46354,12481,0.36450491206697627,0
16042,12481,0.36450491206697627,0
10904,12481,0.36450491206697627,0
6330,12481,0.36450491206697627,0
46877,12483,0.36450491206697627,0
46417,12483,0.36450491206697627,0
46064,12483,0.36450491206697627,0
46063,12483,0.36450491206697627,0
46062,12483,0.36450491206697627,0
31985,12483,0.36450491206697627,0
26663,12483,0.36450491206697627,0
25099,12483,0.36450491206697627,0
22704,12483,0.36450491206697627,0
20830,12483,0.36450491206697627,0
16101,12483,0.36450491206697627,0
2018,12483,0.36450491206697627,0
